hashtag,count,party
AbortionIsHealthcare,28,L
CentralCoast,28,L
immigrationreform,28,L
COVIDHateCrimesAct,28,L
RGV,28,L
PAHouse,28,L
StayinJersey,28,L
CAdrought,28,L
OverdoseAwarenessDay,27,L
FireDeJoy,27,L
DemocracyForAll,27,L
CIR,27,L
VaxUpAmerica,27,L
Texas,27,L
Alzheimers,27,L
RightToRepair,27,L
WHM2021,27,L
BreastCancerAwareness,27,L
2022townhall,27,L
COVIDVaccine,27,L
Isaias,27,L
Janus,27,L
Facebook,27,L
HealthCareWeekend,27,L
endgunviolence,27,L
WorldPostDay,27,L
EJforAll,27,L
TeamBarragán,27,L
FormerPOWRecognitionDay,27,L
justice,27,L
CHIPSandScienceAct,27,L
HurricaneMichael,27,L
House,27,L
Boulder,27,L
DirtyDeal,27,L
Flint,27,L
LongCOVID,27,L
TuesdayThoughts,27,L
opioidcrisis,27,L
maternalmortality,27,L
WrongCHOICEAct,27,L
TeamPeters,27,L
GoodDeedSpotlight,27,L
ourspeech,27,L
ProtectOurVote,26,L
FourthOfJuly,26,L
MemorialDayWeekend,26,L
RESTART,26,L
HomeworkGap,26,L
MomsEqualPayDay,26,L
NationalTrailsDay,26,L
30x30,26,L
S1TownHall,26,L
DayofSilence,26,L
StopShelton,26,L
ProtectTransKids,26,L
IAmVanessaGuillen,26,L
SlavaUkraini,26,L
GunViolencePrevention,26,L
Apollo50th,26,L
400YearsLater,26,L
RFS,26,L
NationalHealthCenterWeek,26,L
TaxScam,26,L
WildernessWednesday,26,L
AffordableHousing,26,L
GOPTaxBill,26,L
BigPharma,26,L
January6thCommittee,26,L
NationalPollWorkerRecruitmentDay,26,L
PostalService,26,L
StayWoke,26,L
VA,26,L
GetVertical,26,L
PWFA,26,L
JusticeForWorkers,26,L
COVERNow,26,L
BlackMusicMonth,26,L
TeamBrownley,26,L
HR1112,26,L
FL14,26,L
NewLondon,26,L
SaveTheseWaters,26,L
NH02,26,L
Quincy,26,L
AlwynCashe,26,L
FridayFeeling,26,L
TeamBaltimore,26,L
State48,25,L
ComingOutDay,25,L
BumpDay,25,L
NationalTeacherAppreciationDay,25,L
RememberElPaso,25,L
DeepwaterHorizon,25,L
InternationalHolocaustRemembranceDay,25,L
DiaDeMuertos,25,L
HonorThemWithAction,25,L
NPHW,25,L
MilitaryFamilyAppreciationMonth,25,L
pride,25,L
Tigray,25,L
LetTaiwanHelp,25,L
LLWS,25,L
shopsmall,25,L
DontDoubleMyRate,25,L
Colombia,25,L
InternationalWorkersDay,25,L
ElectionSecurity,25,L
ImmigrationReform,25,L
Jobs,25,L
vets,25,L
UnitedWeStand,25,L
AbolitionAmendment,25,L
Honduras,25,L
agriculture,25,L
NBHAAD,25,L
EssentialDataAct,25,L
HRCscorecard,25,L
100DaysForThePeople,25,L
GetTheShot,25,L
OutLoudOnPurpose,25,L
PROActNow,25,L
HR9,25,L
MD04,25,L
RaiseTheAge,25,L
DeliveringForAmericaAct,25,L
StopTheSequester,25,L
100Days,25,L
ReinInBigTech,25,L
MA5,25,L
BidenHarris,25,L
Tennessee,25,L
addiction,25,L
Med4America,25,L
NJ5,25,L
EndStigma,25,L
DayintheLife,25,L
tbdbytes,25,L
Mars2033,25,L
TyphoonYutu,25,L
VietnamVeteransDay,24,L
NationalSTEMDay,24,L
NationalPurpleHeartDay,24,L
PublicServiceRecognitionWeek,24,L
WinterOlympics,24,L
YearOfTheOx,24,L
NationalVietnamWarVeteransDay,24,L
PassMJIIPA,24,L
NationalPetDay,24,L
Justice40,24,L
DayoftheGirl,24,L
DreamAndPromise,24,L
ReimagineRoe,24,L
FilipinoAmericanHistoryMonth,24,L
TaxBillionaires,24,L
GeorgeFloydJusticeInPolicingAct,24,L
VoteEarly,24,L
NationalPuppyDay,24,L
StandwithUkraine,24,L
ThanksObama,24,L
COVIDvaccine,24,L
opioidepidemic,24,L
MarijuanaJustice,24,L
WorldCup,24,L
CongressFromMyCasa,24,L
DemsAtTheBorder,24,L
SlowTheSpread,24,L
IWD2019,24,L
sotu,24,L
SanPedro,24,L
HighlandPark,24,L
EndGunViolenceNow,24,L
DefenseProductionAct,24,L
jobsfair,24,L
CivilRights,24,L
Boston,24,L
CleanWater,24,L
HelmsAmendment,24,L
CA26,24,L
TeamCardenas,24,L
CoveredCA,24,L
Jan6,24,L
CA46,24,L
CA16,24,L
TX28,24,L
CZULightningComplex,24,L
TheFutureofSNAP,24,L
cadrought,24,L
SRSLYSUMMER,24,L
energyefficiency,24,L
Champion4Children,23,L
ConfirmClarke,23,L
BoulderStrong,23,L
RememberOakCreek,23,L
RepealHelms,23,L
PresidentialAddress,23,L
HappyHalloween,23,L
CivilianClimateCorps,23,L
SolveChildCare,23,L
ForthePeopleAct,23,L
RepresentationMatters,23,L
TransVisibilityWeek,23,L
BelieveSurvivors,23,L
ACAWorks,23,L
WeAreStillIn,23,L
BostonMarathon,23,L
ElSalvador,23,L
seniors,23,L
WorldBloodDonorDay,23,L
ElectrifyEverything,23,L
SilentCrisis,23,L
CincodeMayo,23,L
CésarChávezDay,23,L
1October,23,L
PronounsDay,23,L
SaveThe600,23,L
OBWH2020,23,L
RCTID,23,L
EndangeredSpeciesAct,23,L
equality,23,L
KeepThePromise,23,L
EndHomelessness,23,L
CongressOnYourCorner,23,L
LosAngeles,23,L
HappyHolidays,23,L
JusticeForGeorge,23,L
Vets,23,L
cannabis,23,L
buildbackbetter,23,L
CLEANfuture,23,L
Chinatown,23,L
WhyCensusMatters,23,L
HR40,23,L
PeopleOverProfits,23,L
SocSec84,23,L
Dallas,23,L
PA08,23,L
CISPA,23,L
MitchMcConnell,23,L
DefenseProductionActNOW,23,L
MOMMAact,23,L
LowerDrugPrices,23,L
ExpelGreene,23,L
AmericanMade,23,L
KeepItGrand,23,L
NJ01,23,L
NY12,23,L
WomenForWorldPeace,23,L
WeekInReview,23,L
twill,23,L
SouthBoston,23,L
monkeypox,22,L
NationalBloodDonorMonth,22,L
ConfirmGupta,22,L
LatinoConservationWeek,22,L
MinorityMentalHealthAwarenessMonth,22,L
VegasStrong,22,L
Henri,22,L
VetBiz,22,L
teamwork,22,L
HelpisHere,22,L
NationalRuralHealthDay,22,L
Purim,22,L
NationalManufacturingDay,22,L
DDay75thAnniversary,22,L
TDOV,22,L
MoscowMitch,22,L
NewProfilePic,22,L
filibuster,22,L
MadeInMD,22,L
transportation,22,L
COVID2019,22,L
MaskUpMichigan,22,L
USWNT,22,L
ShutdownStories,22,L
GAOA,22,L
BlueWaterNavy,22,L
Oscars,22,L
HappyBirthdayMarines,22,L
ARPA,22,L
PRIDE,22,L
CésarChávez,22,L
LasVegas,22,L
NewYear,22,L
CancerMoonshot,22,L
ChildAbusePreventionMonth,22,L
HometownHeroes,22,L
MomsEqualPay,22,L
DeltaVariant,22,L
PregnantWorkersFairnessAct,22,L
BlackMaternalHealth,22,L
HBCUExcellence,22,L
NCGA,22,L
AAPIs,22,L
JacobBlake,22,L
PopeInDC,22,L
ProtectDACA,22,L
stopthespread,22,L
VanessaGuillen,22,L
WearOrangeMasks,22,L
TeamBarragan,22,L
publichealth,22,L
ProtectConsumers,22,L
PowerOfOne,22,L
JusticeForAll,22,L
COVIDRelief,22,L
YourVoteMatters,22,L
HERstory,22,L
EndRxMonopolyPrices,22,L
Childcare,22,L
SB1,22,L
FederalFirefighters,22,L
MuellerHearings,22,L
MuellerHearing,22,L
CBCTECH2020,22,L
TransitTuesday,22,L
DoddFrank,22,L
iMarch,22,L
RedHill,22,L
Groton,22,L
crumblingfoundations,22,L
WA,22,L
SubCommTech,22,L
Angelenos,22,L
CT01,22,L
actonclimate,22,L
Asian,22,L
Antioch,22,L
Marylanders,22,L
ChargeOn,22,L
FLA,22,L
DontAskDontTell,21,L
PublicLandsDay,21,L
DayOfSilence,21,L
HeartMonth,21,L
VRA55,21,L
ConfirmDilawar,21,L
smallbusinesses,21,L
MahsaAmini,21,L
AmeriCorpsWeek,21,L
ArmyBDay,21,L
ProtectFamilies,21,L
EliminateTheFilibuster,21,L
environmentaljustice,21,L
IWD2022,21,L
Rohingya,21,L
PFASActionAct,21,L
TulsaMassacre,21,L
MayThe4thBeWithYou,21,L
PaidLeaveforAll,21,L
CelebrateImmigrants,21,L
HometownHeroesNM,21,L
NM03,21,L
FAFSA,21,L
SaveTPS,21,L
Norwich,21,L
BacktoSchool,21,L
HR2543,21,L
Senate,21,L
Carson,21,L
TigerKing,21,L
EndFamineNow,21,L
ThankYou,21,L
China,21,L
India,21,L
GA02,21,L
GA,21,L
marijuana,21,L
InvestingInWorkers,21,L
DefendScience,21,L
Republicans,21,L
January6thInsurrection,21,L
HouseOfCode,21,L
GunControlNow,21,L
Artsakh,21,L
HRCScorecard,21,L
EnergyEfficiency,21,L
sequester,21,L
BLM,21,L
BrooklynStandUp,21,L
BillBarr,21,L
Merced,21,L
PutPatientsFirst,21,L
PassthePROAct,21,L
HayesIntheHouse,21,L
IL10,21,L
Weymouth,21,L
CA9,21,L
ROC,21,L
HandsOffDC,21,L
FreeAndEqualDC,21,L
ClimateChangeTour,21,L
ClimatePlaybook,21,L
FirePreventionWeek,20,L
SexualAssaultAwarenessMonth,20,L
BePrepared,20,L
AmericanHeartMonth,20,L
StonewallRiots,20,L
RosaParksDay,20,L
MentalHealthActionDay,20,L
ElectrifyAmericasFuture,20,L
LGBTHistoryMonth,20,L
GetCovered2021,20,L
FreedomtoVoteAct,20,L
gunsafety,20,L
EPAat50,20,L
JusticeJackson,20,L
NPS100,20,L
CyberMonday,20,L
Buffalo,20,L
MarylandDay,20,L
BigLie,20,L
ExpandMedicare,20,L
VEDay,20,L
AlzheimersAwarenessMonth,20,L
farmers,20,L
SayTheirNames,20,L
Stonewall50,20,L
NationalCaregiversDay,20,L
reprorights,20,L
BMHW21,20,L
BearsEars,20,L
AI,20,L
IWD2020,20,L
WorldHeartDay,20,L
NationalBlackBusinessMonth,20,L
GunViolenceSurvivorsWeek,20,L
Sessions,20,L
TravelBan,20,L
covid,20,L
CoronavirusPandemic,20,L
DiversityInTech,20,L
DontShutDownOurSecurity,20,L
FamilyAct,20,L
Compton,20,L
ImmigrantsSustainUS,20,L
WrongChoiceAct,20,L
DACADay,20,L
Vietnam,20,L
PaycheckProtection,20,L
ACARepeal,20,L
military,20,L
neverforget,20,L
GovernmentShutdown,20,L
FarmWorkforceModernizationAct,20,L
WeWantMORE,20,L
MATAct,20,L
WearAMaskSaveALife,20,L
CBCVaccinationWeek,20,L
BreakTheCycleOfViolenceAct,20,L
988Implementation,20,L
FERCalicious,20,L
BillionairesFirst,20,L
CentralAmerica,20,L
TrumpAdmin,20,L
Enfield,20,L
BlueWater,20,L
Connecticut,20,L
SubConsumer,20,L
Medicare4All,20,L
COVERnow,20,L
DiadelosMuertos,20,L
ME02,20,L
MA09,20,L
CBCStateOfBlackAmerica,20,L
Pittsfield,20,L
Titansgrave,20,L
MarianasStrong,20,L
TeamTorres,20,L
BoostSNAPNow,19,L
EarthDay2020,19,L
StrongerThanHate,19,L
NationalSuicidePreventionMonth,19,L
DíaDeLosMuertos,19,L
HappyBDayHeadStart,19,L
DWWIA,19,L
DebForInterior,19,L
Fiona,19,L
MLKDay2021,19,L
WomensHealthWeek,19,L
FreeBrittneyGriner,19,L
TransitEquityDay,19,L
MentalHealthAwarenessWeek,19,L
DemilitarizeThePolice,19,L
DreamActNow,19,L
DebtFreeCollege,19,L
solidarity,19,L
HealthcareHeroes,19,L
Uyghur,19,L
FlintWaterCrisis,19,L
studentloans,19,L
SunshineWeek,19,L
EPA,19,L
AllWomanSpacewalk,19,L
SVOG,19,L
CaribbeanAmericanHeritageMonth,19,L
CleanAir,19,L
GoDucks,19,L
GoArmy,19,L
Holocaust,19,L
AmericansWithDisabilitiesAct,19,L
unemployment,19,L
EndFamilySeparation,19,L
transgender,19,L
FAA,19,L
volcano,19,L
ICE,19,L
MadeInAmerica,19,L
BMHMothersDay,19,L
InvestToProtectAct,19,L
ValentinesForVets,19,L
SubEnviroClimate,19,L
VaccineEquity,19,L
HeroesActNow,19,L
CommitToRoe,19,L
SaveRESTAURANTS,19,L
BlackWomenEqualPay,19,L
DemsInPhilly,19,L
netDE,19,L
WhistleblowerComplaint,19,L
CrownAct,19,L
StrongerTogether,19,L
GetTheVax,19,L
peopleoverpolitics,19,L
AsianPacificAmericanHeritageMonth,19,L
NeverForget911,19,L
NOLA,19,L
HonoringOurPACT,19,L
MDCBrooklyn,19,L
DubNation,19,L
FallRiver,19,L
CD7,19,L
GoCards,19,L
NationalCancerSurvivorsDay,18,L
WorldMalariaDay,18,L
Dodgers,18,L
CaseForClimateAction,18,L
SB202,18,L
EarthWeek,18,L
2020Election,18,L
DoingMyPartCO,18,L
USMNT,18,L
RESTAURANTSAct,18,L
RoadlessRule,18,L
IPCCReport,18,L
TrumpTaxScam,18,L
ZikaVirus,18,L
COP21,18,L
MarchonWashington,18,L
NotAlone,18,L
MTPDaily,18,L
EndCorruptionNow,18,L
WorldAidsDay,18,L
Egypt,18,L
LaborDayWeekend,18,L
LoveisLove,18,L
IVAWA,18,L
HurricaneFiona,18,L
SOSCuba,18,L
Delta,18,L
NationalImmunizationAwarenessMonth,18,L
RespectForMarriage,18,L
VirtualNevadaTour,18,L
ActForParks,18,L
GillibrandTownHall,18,L
CAPMonth,18,L
EndPriceGouging,18,L
TransgenderAwarenessWeek,18,L
OregonFires,18,L
NationalWalkoutDay,18,L
BTV,18,L
NASA,18,L
MaskUpWA,18,L
RuralBroadband,18,L
studentloan,18,L
HolocaustRemembrance,18,L
DVAM,18,L
WildOlympics,18,L
GoPackGo,18,L
ERANOW,18,L
OctoberIsElectionMonth,18,L
ProtectingOurDemocracyAct,18,L
StandWithStudents,18,L
RareDiseaseDay,18,L
AffordableInsulinNowAct,18,L
ScienceNotSilence,18,L
PayBlackWomen,18,L
NunesMemo,18,L
ImpeachmentInquiryNow,18,L
GoodFridayAgreement,18,L
Pennsylvania,18,L
GunSafety,18,L
RightsForTheTSAWorkforce,18,L
HurricaneIrma,18,L
GOPrepeal,18,L
BigTech,18,L
MuellerInvestigation,18,L
TeamCarter,18,L
gunviolenceprevention,18,L
LiveWithHank,18,L
VICTIMAct,18,L
ProblemSolversCaucus,18,L
FAMU,18,L
Aurora,18,L
PRStatehood,18,L
RepealAndReplaceTrump,18,L
CA15,18,L
CleanUpCorruption,18,L
Falmouth,18,L
COVID19Info,18,L
BearDown,17,L
NotoriousRBG,17,L
RoeAnniversary,17,L
NationalParksWeek,17,L
GoAvsGo,17,L
ChildhoodCancerAwarenessMonth,17,L
UniversalBackgroundChecks,17,L
WorldAlzheimersDay,17,L
GunLawsSaveLives,17,L
NationalWomensHealthWeek,17,L
StateOfTheAir,17,L
SpotifyWrapped,17,L
census,17,L
UNGA,17,L
EndPolio,17,L
HIVTestingDay,17,L
gapol,17,L
InternationalSafeAbortionDay,17,L
FreeThePill,17,L
Pride2022,17,L
Kristallnacht,17,L
wearorange,17,L
13thAmendment,17,L
EndAlz,17,L
BreastCancer,17,L
TeamCongress,17,L
VeteransDay2020,17,L
NationalHispanicHeritageMonth,17,L
EEODayRI,17,L
methane,17,L
HagaseContar,17,L
LGBTQIA,17,L
BAONPDX,17,L
TransgenderDayOfRemembrance,17,L
ShopLocal,17,L
FOIA,17,L
FISA,17,L
BuyAmerica,17,L
JUNETEENTH2020,17,L
BanRussianImports,17,L
BikeToWorkDay,17,L
JobsAndJustice2020,17,L
FailThePeople,17,L
USAact,17,L
NoFlyNoBuy,17,L
derecho,17,L
POWADA,17,L
TubmanTwenty,17,L
DiversityMatters,17,L
DerekChauvin,17,L
DomesticViolence,17,L
2018FarmBill,17,L
CensoredScience,17,L
GOPTaxLaw,17,L
womenvets,17,L
farmbill,17,L
RussianHacking,17,L
NationalParks,17,L
ProtectOlderAmericans,17,L
AStrongerOnlineEconomy,17,L
NYPD,17,L
VA11,17,L
WA01,17,L
TX16,17,L
CA18,17,L
CAC16,17,L
innovation,17,L
TeamHorsford,17,L
IN01,17,L
DFW,17,L
AskBill,17,L
MA02,17,L
NH01,17,L
VoteThemOut,17,L
26TownsTour,17,L
WildfirePreparednessWeek,16,L
EarthDay2022,16,L
CitizenshipDay2021,16,L
Columbine,16,L
MMIWG,16,L
Climatechange,16,L
EarlyVoting,16,L
RESTARTAct,16,L
Equality,16,L
WomenInScience,16,L
BipartisanSaferCommunitiesAct,16,L
FundtheFrontLines,16,L
ANWR,16,L
VeteransDay2021,16,L
ERAnow,16,L
ScrapTheCap,16,L
WontBeErased,16,L
ClimateReport,16,L
Brexit,16,L
PassENDA,16,L
ChesapeakeBay,16,L
Beijing2022,16,L
debtceiling,16,L
WorldFreedomDay,16,L
FIFAWorldCup,16,L
FinalFour,16,L
TokyoParalympics,16,L
MassVaccinationWeek,16,L
SendTeachersLove,16,L
UnionsForAll,16,L
56Covered,16,L
HealthyFamiliesAct,16,L
SALT,16,L
TransVisibilityDay,16,L
HonorTheSacred,16,L
Dreamer,16,L
AbortionIsHealthCare,16,L
gunsense,16,L
vaccines,16,L
Mexico,16,L
cyber,16,L
StopExtinction,16,L
retirement,16,L
ReproRightsAreHumanRights,16,L
Solidarity,16,L
DairyPride,16,L
GetVaccinatedNow,16,L
AbolishICE,16,L
EqualityDay,16,L
PulseNationalMemorial,16,L
ThankEssentialWorkers,16,L
200DaysOfProgress,16,L
RootOutRacism,16,L
FailureToLead,16,L
Shameful,16,L
ImpeachmentHearings,16,L
FutureFitTheSuburbs,16,L
EidAlFitr,16,L
DroughtResiliency,16,L
SmallBizRelief,16,L
BecauseOfHerStory,16,L
RetweetTheReport,16,L
Democrats,16,L
Putin,16,L
HI01,16,L
CaseworkSpotlight,16,L
StimulusChecks,16,L
studentdebt,16,L
VAWA25,16,L
JaredKushner,16,L
BankOnStudents,16,L
FloridaProud,16,L
FreeTheVaccine,16,L
WomenSucceed,16,L
NY,16,L
MarketplaceSEP,16,L
Striketober,16,L
AMAZON21,16,L
AL07,16,L
AbuseOfPower,16,L
DallasStrong,16,L
MHM2016,16,L
WaterIsAHumanRight,16,L
ServiceSpotlight,16,L
ThankfulforCA49,16,L
MA08,16,L
WeAreOAA,16,L
RegoPark,16,L
SanDiego,16,L
GetCountedNYC,16,L
CD1,16,L
FridaysWithFrank,16,L
InternationalFirefightersDay,15,L
NationalBullyingPreventionMonth,15,L
PTSDAwarenessDay,15,L
NationalDiabetesMonth,15,L
HelpAmericaVote,15,L
WorldPancreaticCancerDay,15,L
loveislove,15,L
MensHealthMonth,15,L
ChildTaxCredits,15,L
throwback,15,L
NoMuslimBanEver,15,L
Comey,15,L
resist,15,L
MakeAmericaSickAgain,15,L
PlannedParenthood,15,L
WearRedDay,15,L
HoldTheLine,15,L
DaylightSavingTime,15,L
VenezuelaTPS,15,L
FreedomtoVote,15,L
ViolenceAgainstWomen,15,L
OxfordStrong,15,L
ArmyBday,15,L
FatBearWeek,15,L
NationalPostalWorkerDay,15,L
IWD2021,15,L
COVIDMemorialDay,15,L
HeadStartAwareness,15,L
TDoR2020,15,L
GOTV,15,L
ThankYouChildCare,15,L
RedCrossMonth,15,L
DenimDay,15,L
HigherEd,15,L
TransgenderDayofRemembrance,15,L
InternetForAll,15,L
BurnPitsAct,15,L
IPCC,15,L
StopLine3,15,L
MedicareOE,15,L
FoundersDay,15,L
Constitution,15,L
CTE,15,L
homelessness,15,L
nationalsecurity,15,L
endhungernow,15,L
Healthcare,15,L
Forward,15,L
BurnPits,15,L
HBCUDay,15,L
CoronavirusRelief,15,L
BlackHistoryMonth2020,15,L
NationalNutritionMonth,15,L
POJA,15,L
PAWAct,15,L
Covid,15,L
DREAMERS,15,L
Wilmington,15,L
WeCount,15,L
OurStory,15,L
CWA49,15,L
SaveOurSocialSecurityNow,15,L
democracy,15,L
NorthernTriangle,15,L
HydeAmendment,15,L
HealthCare,15,L
DerekChauvinTrial,15,L
NoGagRule,15,L
FairHousing,15,L
HELPAct,15,L
OAA,15,L
AbortionJustice,15,L
PancreaticCancer,15,L
AANHPI,15,L
Indianapolis,15,L
OutlawLynching,15,L
JobsDay,15,L
ToThoseWhoKeepUsMoving,15,L
InternationalNonBinaryPeoplesDay,15,L
YearInReview,15,L
AsianPacificHeritageMonth,15,L
Censo,15,L
Dorian,15,L
ncpol,15,L
OpioidCrisis,15,L
Trumpcuts,15,L
CAC2021,15,L
FutureFarmWorkforce,15,L
TeamCárdenas,15,L
DonaldTrump,15,L
BetterData,15,L
AgentOrange,15,L
EqualityForward,15,L
DrainTheSwamp,15,L
SaveLivesNow,15,L
OmicronVariant,15,L
OpenlyBlack,15,L
EricGarner,15,L
RuleOfLaw,15,L
MaskUpMN,15,L
VoteForParks,15,L
BipartisanInfrastructure,15,L
FixOvertime,15,L
FeelGoodFriday,15,L
InfrastructureInvestmentAndJobsAct,15,L
NY13,15,L
WestPhilly,15,L
LIVE,15,L
CSSBMB,15,L
FL09,15,L
CoverUpCaucus,15,L
NationalCyberDirector,15,L
FL5,15,L
Roc,15,L
Sanford,15,L
PostmasterGeneralDeJoy,15,L
tbdtv,15,L
Whittier,15,L
SOSNicaragua,15,L
wealthgap,15,L
POWMIA,14,L
ProblemSolvers,14,L
CaldorFire,14,L
DayOfRemembrance,14,L
WorldAIDSDay2020,14,L
RecreateResponsibly,14,L
GoDogs,14,L
BIL,14,L
SOTU22,14,L
AmericanFamilyAct,14,L
JusticeForBreonnaTaylor,14,L
NationalRescueDogDay,14,L
CourageToAct,14,L
ActAgainstAntisemitism,14,L
BuildingBackBetter,14,L
WorldWildlifeDay,14,L
EveryoneCounts,14,L
CensusDay2020,14,L
HFX2022,14,L
BidenHarris2020,14,L
JusticeForAhmaud,14,L
MedicaidSavesLivesAct,14,L
AmericanResucePlan,14,L
BatWeek,14,L
NotInvisible,14,L
Equifax,14,L
KeystoneXL,14,L
HealthCareAwarenessMonth,14,L
RamadanKareem,14,L
EndSARS,14,L
StateOfHealthCare,14,L
APensionIsAPromise,14,L
ClimateCosts,14,L
DontWaitVaccinate,14,L
MaskUpMT,14,L
FundTheFrontLines,14,L
GetVaxxed,14,L
VirtualOfficeHours,14,L
homeworkgap,14,L
NationalSchoolBreakfastWeek,14,L
SheikhJarrah,14,L
DOJ,14,L
DaunteWright,14,L
PVD,14,L
DHS,14,L
EIDL,14,L
NationalLawEnforcementAppreciationDay,14,L
AcademyDay,14,L
SouthKorea,14,L
Harvey,14,L
SaveACA,14,L
diabetes,14,L
BlueWave,14,L
RestoretheVote,14,L
LeahyWEOC,14,L
s,14,L
Capitol,14,L
DayofRemembrance,14,L
earthquake,14,L
Agriculture,14,L
NoSurpriseBills,14,L
TRIPSwaiver,14,L
SavethePostOffice,14,L
WeNeedMORE,14,L
ImpeachmentHearing,14,L
HR1309,14,L
DisasterReliefForAll,14,L
ElectoralCollege,14,L
EndFossilFuelSubsidies,14,L
truth,14,L
NFAW2021,14,L
CLEANFuture,14,L
DeliveringForAmerica,14,L
NoBan,14,L
ComeyHearing,14,L
NoOneIsAboveTheLaw,14,L
ScienceMatters,14,L
VoterSuppression,14,L
GlobalHERAct,14,L
Burma,14,L
FEMA,14,L
PatriotDay,14,L
RaiseTheWageAct,14,L
HR95,14,L
Macon,14,L
students,14,L
Portland,14,L
CriminalJusticeReform,14,L
NoOneAboveTheLaw,14,L
LBRatSOTU,14,L
WarOnWorkingFamilies,14,L
trans,14,L
PUMPAct,14,L
TellTheTruth,14,L
DomesticViolenceAwareness,14,L
MIAW,14,L
MIECHV,14,L
energy,14,L
CLE,14,L
Antilynching,14,L
CleanEnergyIsCheapEnergy,14,L
AllinIllinois,14,L
RIPJohnLewis,14,L
SocialSecurity2100,14,L
trumpshutdown,14,L
Indiana,14,L
WorkplaceViolence,14,L
HotFERCsummer,14,L
PuertoRicoStatusAct,14,L
VeteransOverPolitics,14,L
ExpandMedicaid,14,L
KeepFamilesTogether,14,L
Antisemitism,14,L
BlackWomenLead,14,L
DayOfMourning,14,L
PostalServiceReform,14,L
CARES,14,L
PA04,14,L
GREENAct,14,L
PeopleNotPolitics,14,L
RepeatLA,14,L
TX09,14,L
BorderWall,14,L
KincadeFire,14,L
SDinDC,14,L
CapeCod,14,L
Hyannis,14,L
Marshfield,14,L
McBathSummerStories,14,L
godaddy,14,L
GoodNewsReport,14,L
VINice,14,L
ReopenAmericaAct,14,L
TimsTownHall,14,L
IRFSO,14,L
Katrina10,14,L
NativeWomensEqualPayDay,13,L
AmericanDiabetesMonth,13,L
NationalTeacherDay,13,L
NationalFamilyCaregiversMonth,13,L
NationalWildlifeRefugeWeek,13,L
FlexAlert,13,L
DISCLOSEAct,13,L
YomHaatzmaut,13,L
Cameroon,13,L
LetThemDream,13,L
KeepItInTheGround,13,L
Section230,13,L
EITCAwarenessDay,13,L
wearamask,13,L
NationalSiblingsDay,13,L
America,13,L
inners,13,L
PebbleMine,13,L
ProtectOurCoasts,13,L
CleanEconomy,13,L
RingTheBell,13,L
SmallBizSaturday,13,L
CelebrateAbortionProviders,13,L
TrueColorsDay,13,L
VAWA4All,13,L
ReleaseTheFullReport,13,L
WheresMitch,13,L
Barr,13,L
Trump100Days,13,L
IStandWithPP,13,L
PearlHarborDay,13,L
TobaccoTo21,13,L
Paralympics,13,L
ProtectOurElections,13,L
SaudiArabia,13,L
GreatOutdoors,13,L
BackPayNOW,13,L
FightFlu,13,L
EMSWeek,13,L
WorldAutismAwarenessDay,13,L
WomensHistoryMonth2021,13,L
Apollo50,13,L
NewYearsEve,13,L
Emanuel9,13,L
CodifyRoe,13,L
cryptocurrency,13,L
CoronavirusIndianCountry,13,L
CongressionalStartupDay,13,L
SpeakOutAct,13,L
SSI,13,L
JusticeForShireen,13,L
PellTurns50,13,L
GoBeavs,13,L
FreeTheFamilies,13,L
2021townhalls,13,L
MemorialDay2021,13,L
STURDYAct,13,L
STARAct,13,L
humanrights,13,L
borderwall,13,L
FakeNationalEmergency,13,L
cancer,13,L
5G,13,L
HealthEquity,13,L
ManchinMobileMonday,13,L
AggiePride,13,L
OneMeck,13,L
blacklivesmatter,13,L
HiddenFigures,13,L
TransBan,13,L
EqualPayNow,13,L
AshWednesday,13,L
telehealth,13,L
MedicareAdvantage,13,L
ImmigrationReformNow,13,L
StaySafe,13,L
CaribbeanHeritageMonth,13,L
EqualityForAll,13,L
border,13,L
NCA4,13,L
ReconnectingCommunities,13,L
OrlandoStrong,13,L
DelawareBlackHistory,13,L
DemandAVote,13,L
VaccineAccessForAll,13,L
hunger,13,L
HR7,13,L
EndtheFilibuster,13,L
socialdistancing,13,L
ImpeachmentDay,13,L
WomensVetsTaskForce,13,L
EveryChildDeservesAFamily,13,L
NoWarWithlran,13,L
StudentDebt,13,L
HurricaneSeason,13,L
ElderProtectionandAbusePreventionAct,13,L
Benghazi,13,L
FL,13,L
LGBTQEqualityDay,13,L
EndtheShutdown,13,L
AmyConeyBarrett,13,L
USVI,13,L
RESPONDAct,13,L
ProjectRegisterTN,13,L
Seapower,13,L
RuleofLaw,13,L
CO06,13,L
INVESTInAmerica,13,L
EndQualifiedImmunity,13,L
340B,13,L
LiberateAbortion,13,L
TakeItBack,13,L
Everglades,13,L
SaveOakFlat,13,L
RepealandReplaceTrump,13,L
HayesInYourHouse,13,L
NC04,13,L
EndMassIncarceration,13,L
17WinsForNY17,13,L
Bourne,13,L
RobinsRemix,13,L
RRF,13,L
HigherEdNotDebt,13,L
Arlington,13,L
EastHartford,13,L
SummerofSALT,13,L
WoolseyFire,13,L
volunteer,13,L
FreshMeadows,13,L
Glendale,13,L
VenezuelaLibre,13,L
Holyoke,13,L
